ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link
TAB-1167,Tableau,Low,Resolved,Cloud Team,Missing data in visualization,Scheduled extract refresh failure detected.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-17 21:00:00,2025-01-20 10:00:00,https://tableau.example.com/views/TAB-1167
PBI-1025,PowerBI,Critical,In Progress,Security Ops,Power BI refresh failed,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Corrected data transformation steps.,2025-01-26 07:00:00,2025-01-27 17:00:00,https://app.powerbi.com/reports/PBI-1025
PBI-1115,PowerBI,Medium,Open,Security Ops,Power BI refresh failed,Unable to connect to on-prem data gateway.,Gateway server under maintenance,Corrected data transformation steps.,2025-01-06 18:00:00,2025-01-07 22:00:00,https://app.powerbi.com/reports/PBI-1115
JIRA-1084,Jira,Critical,Closed,DevOps,Disk space running low,Database query execution time exceeding normal threshold.,Expired authentication token,Resolved deadlock and restarted DB instance.,2025-01-12 09:00:00,2025-01-12 18:00:00,https://jira.example.com/browse/JIRA-1084
JIRA-1010,Jira,Critical,In Progress,DevOps,503 service unavailable,Authentication request failed repeatedly for end users.,Firewall misconfiguration,Optimized memory allocation and redeployed.,2025-01-14 07:00:00,2025-01-15 00:00:00,https://jira.example.com/browse/JIRA-1010
CW-1120,CloudWatch,Low,In Progress,Helpdesk,EC2 instance restart detected,Database storage reaching capacity limits.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-09 19:00:00,2025-01-11 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1120
JIRA-1110,Jira,Low,Closed,DBA Team,Email service outage,Authentication request failed repeatedly for end users.,Expired authentication token,Renewed authentication certificate.,2025-01-16 14:00:00,2025-01-19 07:00:00,https://jira.example.com/browse/JIRA-1110
PBI-1121,PowerBI,High,Resolved,Helpdesk,Report visuals not rendering,Unable to connect to on-prem data gateway.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-02-02 21:00:00,2025-02-04 12:00:00,https://app.powerbi.com/reports/PBI-1121
CW-1177,CloudWatch,Low,In Progress,DevOps,ELB target health check failures,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Scaled instance type.,2025-01-03 18:00:00,2025-01-03 23:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1177
TAB-1009,Tableau,Critical,Resolved,Network Ops,Extract refresh failed,Users experiencing delay in loading components.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-05 16:00:00,2025-01-06 18:00:00,https://tableau.example.com/views/TAB-1009
TAB-1035,Tableau,Critical,In Progress,Cloud Team,Slow performance on Tableau report,Dashboard not showing newly ingested records.,Tableau server CPU overload,Updated credentials and reran extract.,2025-01-02 11:00:00,2025-01-03 17:00:00,https://tableau.example.com/views/TAB-1035
TAB-1116,Tableau,High,Resolved,Helpdesk,Extract refresh failed,Interactive filters returning empty result set.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-17 09:00:00,2025-01-17 12:00:00,https://tableau.example.com/views/TAB-1116
TAB-1188,Tableau,Low,Open,DevOps,Dashboard filter not working,Dashboard not showing newly ingested records.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-28 14:00:00,2025-01-30 23:00:00,https://tableau.example.com/views/TAB-1188
JIRA-1118,Jira,High,In Progress,Security Ops,Database timeout issue,Application not responding after deployment activities.,Expired authentication token,Restarted impacted service and cleared cache.,2025-01-19 01:00:00,2025-01-21 23:00:00,https://jira.example.com/browse/JIRA-1118
CW-1119,CloudWatch,Medium,Open,Helpdesk,CloudWatch alarm triggered for CPU threshold,Failure trend observed across multiple Lambda executions.,Unbalanced traffic routing,Increased allocated resources.,2025-01-25 12:00:00,2025-01-26 15:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1119
TAB-1010,Tableau,Low,Resolved,Security Ops,Tableau dashboard not refreshing,Dashboard not showing newly ingested records.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-01 00:00:00,2025-01-01 09:00:00,https://tableau.example.com/views/TAB-1010
TAB-1054,Tableau,Low,Closed,Cloud Team,Slow performance on Tableau report,Users experiencing delay in loading components.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-10 16:00:00,2025-01-11 04:00:00,https://tableau.example.com/views/TAB-1054
PBI-1191,PowerBI,High,Closed,Cloud Team,Power BI refresh failed,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-01-10 16:00:00,2025-01-12 18:00:00,https://app.powerbi.com/reports/PBI-1191
JIRA-1029,Jira,High,Closed,DevOps,Email service outage,Application not responding after deployment activities.,Memory leak issue,Optimized memory allocation and redeployed.,2025-01-10 15:00:00,2025-01-10 16:00:00,https://jira.example.com/browse/JIRA-1029
TAB-1066,Tableau,Critical,Closed,Helpdesk,Missing data in visualization,Users experiencing delay in loading components.,Tableau server CPU overload,Optimized query and reindexed table.,2025-01-19 20:00:00,2025-01-20 23:00:00,https://tableau.example.com/views/TAB-1066
CW-1056,CloudWatch,Critical,Closed,Cloud Team,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-04 03:00:00,2025-01-05 14:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1056
CW-1062,CloudWatch,High,Open,DBA Team,RDS free storage space critically low,Failure trend observed across multiple Lambda executions.,High read/write operations,Optimized Lambda execution time.,2025-02-05 23:00:00,2025-02-06 22:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1062
TAB-1096,Tableau,High,In Progress,Cloud Team,Permission denied on shared dashboard,Interactive filters returning empty result set.,Network throttling issue,Updated credentials and reran extract.,2025-01-07 06:00:00,2025-01-08 10:00:00,https://tableau.example.com/views/TAB-1096
JIRA-1081,Jira,Critical,Closed,Helpdesk,High CPU usage on server,Application not responding after deployment activities.,Database deadlock,Optimized memory allocation and redeployed.,2025-01-09 17:00:00,2025-01-10 14:00:00,https://jira.example.com/browse/JIRA-1081
CW-1088,CloudWatch,Low,Resolved,DevOps,Lambda timeout errors increasing,Database storage reaching capacity limits.,Unbalanced traffic routing,Scaled instance type.,2025-01-17 12:00:00,2025-01-19 17:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1088
TAB-1102,Tableau,Critical,Open,Network Ops,Missing data in visualization,Interactive filters returning empty result set.,Network throttling issue,Updated credentials and reran extract.,2025-01-14 21:00:00,2025-01-15 12:00:00,https://tableau.example.com/views/TAB-1102
PBI-1106,PowerBI,High,Resolved,Cloud Team,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-01-13 11:00:00,2025-01-15 13:00:00,https://app.powerbi.com/reports/PBI-1106
CW-1158,CloudWatch,Medium,Resolved,Network Ops,ELB target health check failures,Elevated latency impacting application performance.,Unoptimized workload placement,Optimized Lambda execution time.,2025-01-20 04:00:00,2025-01-22 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1158
TAB-1114,Tableau,Critical,Open,Security Ops,Extract refresh failed,Users experiencing delay in loading components.,Data source credentials expired,Updated credentials and reran extract.,2025-01-27 10:00:00,2025-01-27 21:00:00,https://tableau.example.com/views/TAB-1114
CW-1044,CloudWatch,High,Resolved,DBA Team,Lambda timeout errors increasing,Monitoring detected abnormal spike in CPU usage.,Infinite loop execution,Scaled instance type.,2025-01-01 13:00:00,2025-01-02 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1044
PBI-1009,PowerBI,Critical,Resolved,DBA Team,Power BI refresh failed,Users reported mismatched revenue numbers in dashboard.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-02-03 11:00:00,2025-02-05 13:00:00,https://app.powerbi.com/reports/PBI-1009
TAB-1011,Tableau,Medium,Closed,Network Ops,Dashboard filter not working,Scheduled extract refresh failure detected.,Incorrect join logic in data model,Updated credentials and reran extract.,2025-01-06 01:00:00,2025-01-08 23:00:00,https://tableau.example.com/views/TAB-1011
PBI-1132,PowerBI,Low,Closed,Cloud Team,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Gateway authentication failure,Adjusted schema and refreshed dataset successfully.,2025-01-04 12:00:00,2025-01-05 19:00:00,https://app.powerbi.com/reports/PBI-1132
PBI-1083,PowerBI,High,In Progress,Helpdesk,Incorrect KPI values displayed,Users reported mismatched revenue numbers in dashboard.,Gateway authentication failure,Corrected data transformation steps.,2025-01-16 01:00:00,2025-01-18 23:00:00,https://app.powerbi.com/reports/PBI-1083
TAB-1018,Tableau,Medium,In Progress,DevOps,Extract refresh failed,Interactive filters returning empty result set.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-08 12:00:00,2025-01-11 04:00:00,https://tableau.example.com/views/TAB-1018
JIRA-1007,Jira,Medium,Resolved,Security Ops,Email service outage,Authentication request failed repeatedly for end users.,SSL handshake failure,Renewed authentication certificate.,2025-01-06 08:00:00,2025-01-06 23:00:00,https://jira.example.com/browse/JIRA-1007
PBI-1064,PowerBI,High,In Progress,DBA Team,Slow dataset refresh performance,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Reconfigured gateway settings and validated connectivity.,2025-02-04 08:00:00,2025-02-04 09:00:00,https://app.powerbi.com/reports/PBI-1064
JIRA-1101,Jira,Critical,In Progress,Security Ops,Email service outage,Service unreachable due to network routing failure.,Database deadlock,Renewed authentication certificate.,2025-01-15 12:00:00,2025-01-16 02:00:00,https://jira.example.com/browse/JIRA-1101
TAB-1126,Tableau,Low,Closed,Security Ops,Dashboard filter not working,Users experiencing delay in loading components.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-02-04 11:00:00,2025-02-07 06:00:00,https://tableau.example.com/views/TAB-1126
CW-1052,CloudWatch,Critical,In Progress,Security Ops,CloudWatch alarm triggered for CPU threshold,Failure trend observed across multiple Lambda executions.,Infinite loop execution,Scaled instance type.,2025-01-11 01:00:00,2025-01-11 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1052
PBI-1137,PowerBI,Critical,In Progress,Network Ops,Report visuals not rendering,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-02-10 03:00:00,2025-02-12 18:00:00,https://app.powerbi.com/reports/PBI-1137
CW-1040,CloudWatch,Low,Open,DevOps,RDS free storage space critically low,Database storage reaching capacity limits.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-04 06:00:00,2025-01-05 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1040
JIRA-1002,Jira,Medium,In Progress,Helpdesk,Email service outage,Users reported service disruptions affecting business workflow.,SSL handshake failure,Restarted impacted service and cleared cache.,2025-01-07 21:00:00,2025-01-10 04:00:00,https://jira.example.com/browse/JIRA-1002
CW-1138,CloudWatch,Low,Open,Helpdesk,S3 request latency unusually high,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Scaled instance type.,2025-01-25 21:00:00,2025-01-27 09:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1138
CW-1176,CloudWatch,Critical,Closed,Helpdesk,Lambda timeout errors increasing,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-03 23:00:00,2025-01-06 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1176
PBI-1119,PowerBI,Critical,Closed,Cloud Team,Incorrect KPI values displayed,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-24 13:00:00,2025-01-26 14:00:00,https://app.powerbi.com/reports/PBI-1119
PBI-1189,PowerBI,Critical,Closed,Helpdesk,Gateway connection error,Visuals stuck loading indefinitely.,Incorrect data transformation logic,Adjusted schema and refreshed dataset successfully.,2025-01-01 11:00:00,2025-01-01 17:00:00,https://app.powerbi.com/reports/PBI-1189
CW-1198,CloudWatch,Critical,Resolved,DevOps,CloudWatch alarm triggered for CPU threshold,Auto-recovery event performed by AWS.,Unoptimized workload placement,Scaled instance type.,2025-02-05 23:00:00,2025-02-07 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1198
CW-1144,CloudWatch,High,Closed,DevOps,RDS free storage space critically low,Failure trend observed across multiple Lambda executions.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-21 05:00:00,2025-01-22 02:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1144
PBI-1113,PowerBI,Low,Open,Network Ops,Gateway connection error,Scheduled data refresh encountered failure due to timeout.,Dataset schema mismatch,Adjusted schema and refreshed dataset successfully.,2025-01-28 12:00:00,2025-01-31 07:00:00,https://app.powerbi.com/reports/PBI-1113
CW-1070,CloudWatch,High,Closed,Security Ops,ELB target health check failures,Elevated latency impacting application performance.,Infinite loop execution,Optimized Lambda execution time.,2025-01-26 02:00:00,2025-01-26 23:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1070
TAB-1064,Tableau,Critical,Closed,Cloud Team,Tableau dashboard not refreshing,Interactive filters returning empty result set.,Incorrect join logic in data model,Adjusted filter logic and republished dashboard.,2025-01-07 23:00:00,2025-01-10 02:00:00,https://tableau.example.com/views/TAB-1064
CW-1015,CloudWatch,Low,Resolved,Helpdesk,Lambda timeout errors increasing,Monitoring detected abnormal spike in CPU usage.,Unoptimized workload placement,Increased allocated resources.,2025-01-26 03:00:00,2025-01-27 15:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1015
